source,title,company,location,stipend,duration,mode,internship_type,branch_required,cgpa_required,gender,eligibility_raw,skills,deadline,applicants,apply_link
Unstop,Campus Head Internship,Internsforge Private Limited,N/A,Not disclosed,2 months,Work From Home,Full Time,"Commerce, Management",Not mentioned,All,"Engineering Students Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,35,https://unstop.com/internships/campus-head-internship-internsforge-private-limited-1675526
Unstop,Campus Ambassador Internship,Preppright Edtech Pvt. Ltd.,N/A,Not disclosed,3 months,Work From Home,Flexible,Management,Not mentioned,All,Engineering Students Postgraduate Undergraduate Management,N/A,N/A,6,https://unstop.com/internships/campus-ambassador-internship-preppright-edtech-pvt-ltd-1675524
Unstop,Tender Management Internship,Matrix Exports,N/A,Not disclosed,6 months,On-site,Full Time,"Commerce, Management",Not mentioned,All,"Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,N/A,https://unstop.com/internships/tender-management-internship-matrix-exports-1675509
Unstop,Campus Recruitment / Campus Relations Internship,MyCaptain,N/A,Not disclosed,1 months,Work From Home,Part Time,"Commerce, Management",Not mentioned,All,"Engineering Students Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,5,https://unstop.com/internships/campus-recruitment-campus-relations-internship-mycaptain-1675519
Unstop,Campus Influencer Internship,Grow Grid,N/A,Not disclosed,1 months,Work From Home,Part Time,"Commerce, Management",Not mentioned,All,"Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,6,https://unstop.com/internships/campus-influencer-internship-grow-grid-1675510
Unstop,Marketing Executive Internship,Internselite Edutech Private Limited,N/A,",",1 months,Work From Home,Part Time,"Commerce, Management",Not mentioned,All,"Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,18,https://unstop.com/internships/marketing-executive-internship-internselite-edutech-private-limited-1675507
Unstop,UI/UX Designer Internship,Atavishaala,N/A,Not disclosed,100 Days,Work From Home,Part Time,"Commerce, Management",Not mentioned,All,"Engineering Students Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,45,https://unstop.com/internships/uiux-designer-internship-atavishaala-1675482
Unstop,Campus Ambassador (Performance-Based Internship),Gokboru Tech Pvt. Ltd.,N/A,",",100 Days,Work From Home,Not mentioned,"Commerce, Management",Not mentioned,Girls Only,"Engineering Students Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others Gender Female",N/A,N/A,4,https://unstop.com/internships/campus-ambassador-performance-based-internship-gokboru-tech-pvt-ltd-1675471
Unstop,Project Management Internship,Bridge-it Inc,N/A,Not disclosed,3 months,Work From Home,Full Time,"Commerce, Management",Not mentioned,All,"Postgraduate Undergraduate Management Arts, Commerce, Sciences & Others",N/A,N/A,28,https://unstop.com/internships/project-management-internship-bridge-it-inc-1675436
Company Careers,Software Engineering Internship (SWE Intern),Google,Multiple Locations / Remote,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,Search for active openings on Google Careers,N/A,N/A,N/A,https://www.google.com/about/careers/applications/jobs/results?q=intern&employment_type=INTERN
Company Careers,STEP Internship (Student Training in Engineering Program),Google,Multiple Locations,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,For 1st and 2nd year undergrad CS students,N/A,N/A,N/A,https://buildyourfuture.withgoogle.com/programs/step
Company Careers,University Internship (Software Engineering),Microsoft,Multiple Locations / India,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology, Electronics",Not mentioned,All,Pre-final year STEM students eligible,N/A,N/A,N/A,https://careers.microsoft.com/v2/global/en/universityinternship
Company Careers,Explore Microsoft Internship,Microsoft,India / USA,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,For 1st and 2nd year students only,N/A,N/A,N/A,https://careers.microsoft.com/v2/global/en/exploremicrosoft
Company Careers,Apple Internship Program,Apple,Multiple Locations,Not disclosed,N/A,On-site,Full Time,"Computer Science, Electronics, Electrical, Mechanical",Not mentioned,All,Search 'intern' on Apple Jobs for active roles,N/A,N/A,N/A,https://www.apple.com/careers/us/students.html
Company Careers,Software Engineer Internship,Meta (Facebook),Multiple Locations,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,Filter by Internship team on Meta Careers,N/A,N/A,N/A,https://www.metacareers.com/jobs?q=intern&teams[0]=Internship%20-%20Engineering%2C%20Tech%20%26%20Design
Company Careers,Software Development Engineer Internship (SDE Intern),Amazon,Multiple Locations / India,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,All,Check Student Programs section on Amazon Jobs,N/A,N/A,N/A,https://www.amazon.jobs/en/job_categories/student-programs
Company Careers,Adobe Research Internship / Engineering Internship,Adobe,Noida / Bengaluru / USA,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology, Data Science",Not mentioned,All,Search intern on Adobe Careers,N/A,N/A,N/A,https://careers.adobe.com/us/en/search-results?keywords=intern
Company Careers,SheCodes by Adobe (Women in Tech),Adobe,India,Not disclosed,N/A,On-site,Full Time,"Computer Science, Information Technology",Not mentioned,Girls Only,Female-specific program. Check Adobe Careers for active cycle.,N/A,N/A,N/A,https://careers.adobe.com/us/en/search-results?keywords=shecodes
Company Careers,Summer Analyst Internship,Goldman Sachs,Bengaluru / Mumbai / Global,Not disclosed,N/A,On-site,Full Time,"Computer Science, Finance, Mathematics, Economics",Not mentioned,All,Look under Asia Pacific / India programs,N/A,N/A,N/A,https://www.goldmansachs.com/careers/students/programs/
Company Careers,Goldman Sachs Women's Possibilities Summit,Goldman Sachs,India,Not disclosed,N/A,On-site,Full Time,All,Not mentioned,Girls Only,Female-specific program. Check India student programs page.,N/A,N/A,N/A,https://www.goldmansachs.com/careers/students/programs/india/
Company Careers,Summer Analyst Program,Morgan Stanley,Mumbai / Bengaluru,Not disclosed,N/A,On-site,Full Time,"Computer Science, Finance, Mathematics, Economics",Not mentioned,All,Check Asia-Pacific / India under Students & Graduates,N/A,N/A,N/A,https://www.morganstanley.com/people-opportunities/students-graduates
Company Careers,Summer Analyst / Code for Good Internship,J.P. Morgan Chase,Mumbai / Bengaluru / Hyderabad,Not disclosed,N/A,On-site,Full Time,"Computer Science, Finance, Mathematics, Economics",Not mentioned,All,Code for Good is a 24-hour hackathon-style internship,N/A,N/A,N/A,https://careers.jpmorgan.com/global/en/students/programs
Company Careers,McKinsey Young Leaders Programme / Business Analyst Intern,McKinsey & Company,India (Multiple cities),Not disclosed,N/A,On-site,Full Time,All,Not mentioned,All,Check Students section for current India openings,N/A,N/A,N/A,https://www.mckinsey.com/careers/students
Company Careers,BCG Platinion / Summer Consulting Intern,BCG (Boston Consulting Group),India,Not disclosed,N/A,On-site,Full Time,All,Not mentioned,All,Check Students section for India internship openings,N/A,N/A,N/A,https://careers.bcg.com/students
Company Careers,Women in Technology (WIT) Internship,NXP Semiconductors,Noida / Bengaluru / Hyderabad,Not disclosed,N/A,On-site,Full Time,"Electronics, Electrical, Computer Science",Not mentioned,Girls Only,Female-specific program. Check NXP careers for active cycle.,N/A,N/A,N/A,https://www.nxp.com/company/about-nxp/careers/students-and-recent-graduates:STUDENTS-GRADUATES
Company Careers,Ascend Internship (Women in STEM),D.E. Shaw,Hyderabad,Not disclosed,N/A,On-site,Full Time,"Computer Science, Mathematics, Statistics",Not mentioned,Girls Only,Female-specific program by D.E. Shaw India,N/A,N/A,N/A,https://www.deshawindia.com/forms/NFS.aspx
Company Careers,Nesternship (Summer Internship Program),Nestlé India,"Multiple Locations, India",Not disclosed,N/A,On-site,Full Time,"MBA, Management, Food Technology, Chemical",Not mentioned,All,Annual summer internship program for MBA/PG students,N/A,N/A,N/A,https://www.nestle.in/jobs/nesternship
Company Careers,Bosch Engineering Internship,Bosch India,Bengaluru / Coimbatore / Chennai,Not disclosed,N/A,On-site,Full Time,"Electronics, Mechanical, Computer Science, Electrical",Not mentioned,All,Check Bosch India Careers for active openings,N/A,N/A,N/A,https://www.bosch.in/careers/your-entry-into-bosch/internships/
Company Careers,Siemens Student Internship Program,Siemens India,Mumbai / Pune / Bengaluru / Gurgaon,Not disclosed,N/A,On-site,Full Time,"Electronics, Electrical, Mechanical, Computer Science",Not mentioned,All,Search intern on Siemens global jobs portal filtered to India,N/A,N/A,N/A,https://jobs.siemens.com/careers?query=intern&domain=siemens.com
Company Careers,L&T Summer Internship Program,Larsen & Toubro (L&T),Pan India,Not disclosed,N/A,On-site,Full Time,"Civil, Mechanical, Electrical, Electronics, Computer Science",Not mentioned,All,Check Campus Recruitment section on L&T website,N/A,N/A,N/A,https://www.larsentoubro.com/corporate/career/campus-recruitment/
Company Careers,ISRO Student Internship / Project Trainee Scheme,ISRO,Bengaluru / Thiruvananthapuram / Ahmedabad (various centres),Not disclosed,N/A,On-site,Full Time,"Electronics, Computer Science, Mechanical, Electrical",6.32,All,Apply directly to individual ISRO centres. Min 60% / 6.32 CGPA required.,N/A,N/A,N/A,https://www.isro.gov.in/Internship.html
Company Careers,DRDO Apprentice / Internship Program,DRDO,Pan India (various DRDO labs),Not disclosed,N/A,On-site,Full Time,"Electronics, Computer Science, Mechanical, Electrical, Chemical",Not mentioned,All,Apply to individual DRDO labs. Requires college NOC.,N/A,N/A,N/A,https://www.drdo.gov.in/internship-scheme
Company Careers,NITI Aayog Young Professional / Internship Programme,NITI Aayog,New Delhi,Not disclosed,N/A,On-site,Full Time,All,Not mentioned,All,2-6 months. Open to UG/PG/PhD students from recognized institutions.,N/A,N/A,N/A,https://www.niti.gov.in/internship
Company Careers,RBI Summer Internship Programme,Reserve Bank of India (RBI),Mumbai / Regional offices,Not disclosed,N/A,On-site,Full Time,"Finance, Economics, Mathematics, Statistics, Management",Not mentioned,All,Paid internship. Open to students of Economics/Finance/Statistics.,N/A,N/A,N/A,https://opportunities.rbi.org.in/Scripts/Internships.aspx
Company Careers,Home,NITI Aayog,of Business Rules Amendment on Allocation of Business Rules NITI Aayog Constitution Cabinet Secretariat Notification dated 25,Not disclosed,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,All,Check official page,N/A,N/A,N/A,https://wep.gov.in/
Company Careers,Bosch India Internship,Bosch India,India,Not disclosed,Not mentioned,Not mentioned,Not mentioned,Not mentioned,Not mentioned,All,Check official page,N/A,N/A,N/A,"https://go.microsoft.com/fwlink/?LinkID=62293&IIS70Error=404,0,0x80070002,17763"
